;name;filename;success;BestEnergy
541;677;ligands/677.pdbqt;True;-6.7
542;510;ligands/510.pdbqt;True;-7.1
543;104;ligands/104.pdbqt;True;-5.7
544;62;ligands/62.pdbqt;True;-5.8
545;533;ligands/533.pdbqt;True;-5.6
546;291;ligands/291.pdbqt;True;-7.5
547;11;ligands/11.pdbqt;True;-7.1
548;515;ligands/515.pdbqt;True;-7.0
549;388;ligands/388.pdbqt;True;-6.4
550;88;ligands/88.pdbqt;True;-5.5
551;504;ligands/504.pdbqt;True;-4.3
552;125;ligands/125.pdbqt;True;-5.9
553;290;ligands/290.pdbqt;True;-4.7
554;311;ligands/311.pdbqt;True;-6.7
555;832;ligands/832.pdbqt;True;-4.2
556;514;ligands/514.pdbqt;True;-7.6
557;208;ligands/208.pdbqt;True;-4.5
558;683;ligands/683.pdbqt;True;-7.5
559;591;ligands/591.pdbqt;True;-6.0
560;458;ligands/458.pdbqt;False;
561;297;ligands/297.pdbqt;True;-4.4
562;164;ligands/164.pdbqt;True;-4.3
563;270;ligands/270.pdbqt;True;-6.0
564;781;ligands/781.pdbqt;False;
565;201;ligands/201.pdbqt;True;-7.3
566;433;ligands/433.pdbqt;True;-6.0
567;225;ligands/225.pdbqt;True;-6.7
568;752;ligands/752.pdbqt;True;-8.0
569;500;ligands/500.pdbqt;True;-6.7
570;780;ligands/780.pdbqt;False;
571;83;ligands/83.pdbqt;True;-7.7
572;13;ligands/13.pdbqt;True;-5.1
573;216;ligands/216.pdbqt;True;-5.3
574;593;ligands/593.pdbqt;True;-7.4
575;529;ligands/529.pdbqt;True;-5.9
576;327;ligands/327.pdbqt;True;-6.8
577;38;ligands/38.pdbqt;True;-6.2
578;286;ligands/286.pdbqt;True;-5.3
579;194;ligands/194.pdbqt;True;-5.3
580;746;ligands/746.pdbqt;True;-9.1
581;222;ligands/222.pdbqt;True;-5.1
582;628;ligands/628.pdbqt;True;-6.8
583;644;ligands/644.pdbqt;True;-7.8
584;755;ligands/755.pdbqt;True;-8.3
585;501;ligands/501.pdbqt;True;-5.6
586;460;ligands/460.pdbqt;False;
587;30;ligands/30.pdbqt;True;-6.3
588;71;ligands/71.pdbqt;True;-7.3
589;472;ligands/472.pdbqt;True;-6.3
590;212;ligands/212.pdbqt;True;-4.7
591;398;ligands/398.pdbqt;True;-5.8
592;158;ligands/158.pdbqt;True;-6.6
593;235;ligands/235.pdbqt;True;-6.0
594;475;ligands/475.pdbqt;True;-7.6
595;240;ligands/240.pdbqt;True;-5.8
596;496;ligands/496.pdbqt;True;-5.7
597;242;ligands/242.pdbqt;True;-5.8
598;434;ligands/434.pdbqt;True;-9.1
599;346;ligands/346.pdbqt;True;-6.4
600;558;ligands/558.pdbqt;True;-6.2
601;455;ligands/455.pdbqt;True;-7.7
602;612;ligands/612.pdbqt;True;-7.3
603;828;ligands/828.pdbqt;True;-6.6
604;513;ligands/513.pdbqt;True;-5.9
605;565;ligands/565.pdbqt;True;-7.0
606;392;ligands/392.pdbqt;False;
607;669;ligands/669.pdbqt;True;-4.6
608;153;ligands/153.pdbqt;True;-6.5
609;288;ligands/288.pdbqt;True;-4.9
610;815;ligands/815.pdbqt;True;-8.9
611;245;ligands/245.pdbqt;True;-5.6
